# legalhist.whitelist candidates for OCR-corrupted reporter abbreviations (issue #247)
# source: moml_citations.citations_unlinked, spellings not in the whitelist with at least 20 rows, 2026-09-05
# 64189 such spellings, 6620354 rows
# rules: digit (a letter-flanked digit removed), confusion (one OCR letter confusion from
# ocrConfusions in go/citations/ocrvariant.go), digit_letter (a letter-flanked digit read as
# some letter; reported for review only, never seeded). Every corrected spelling is an exact
# entry of the whitelist as it stood when this ran; nothing is normalized. REVIEW BEFORE APPLYING.
# confidence is "canonical" when the corrected spelling is itself a reporter in legalhist.reporters,
# and "via-variant" when it is another whitelist variant that maps onward, in which case the
# proposal inherits that entry's looseness. A spelling whose readings reach more than one reporter
# is AMBIGUOUS when the runner-up's spellings are at least 10%% as frequent in the corpus as the
# winner's; TOJUNK when every reading lands on a junk entry; UNRESOLVED when none is whitelisted.
#
# count	reporter_found	corrected	reporter_standard	rule	confidence	example
#UNRESOLVED	261	"M. &. S."	"01 M. &. S. 14"
#UNRESOLVED	261	"Moore, C. P."	"10 Moore,\n\t\t\tC. P. 247"
#UNRESOLVED	261	"Murr."	"11 Murr., 850"
#UNRESOLVED	261	"SW."	"01 SW. 10"
#UNRESOLVED	261	"Stark. on Evid."	"17 Stark. on Evid., 3"
#UNRESOLVED	261	"T. L.R."	"10 T. L.R. 19"
#UNRESOLVED	261	"folios"	"0 folios 3"
#UNRESOLVED	260	". s"	"00 . s 5"
#UNRESOLVED	260	"Am. Doc."	"01 Am. Doc. 129"
#UNRESOLVED	260	"Bilng."	"0 Bilng.\n\t\t\t118"
#UNRESOLVED	260	"Dickson."	"2 Dickson. 7"
#UNRESOLVED	260	"Hans."	"00 Hans. 1154"
#UNRESOLVED	260	"Jur. (s.s.)"	"10 Jur. (s.s.) 1"
#UNRESOLVED	260	"L. J. (on.)"	"00 L. J. (on.) 131"
#UNRESOLVED	260	"Law Rep., Ex."	"10 Law Rep., Ex. 126"
#UNRESOLVED	260	"M. & So."	"1 M. & So. 1"
#UNRESOLVED	260	"N. R"	"09 N. R 1121"
#UNRESOLVED	260	"Owens."	"Owens. 00"
#UNRESOLVED	260	"Tern Rep."	"1 Tern Rep. 1"
#UNRESOLVED	260	"Virg. Cases"	"1 Virg. Cases, 109"
#UNRESOLVED	260	"cents and"	"0 cents and 3910"
#UNRESOLVED	260	"v"	"000\n\t\t\tv 0"
#UNRESOLVED	259	"(. B. D."	"10 (. B. D. 073"
#UNRESOLVED	259	"Ale"	"02 Ale, 272"
#UNRESOLVED	259	"Am. L. T."	"0 Am. L. T. 20"
#UNRESOLVED	259	"Arnould"	"12 Arnould, 1082"
#UNRESOLVED	259	"B. & Sm."	"1 B. & Sm. 038"
#UNRESOLVED	259	"B. Moo."	"0 B. Moo. 71"
#UNRESOLVED	259	"Brown, P. C."	"1 Brown, P. C. 02"
#UNRESOLVED	259	"Nov"	"007 Nov, 101"
#UNRESOLVED	259	"Oh. at p."	"0 Oh. at p. 232"
#UNRESOLVED	259	"R. S. (Davis)"	"1 R. S. (Davis), 036"
#UNRESOLVED	259	"Sell. & L."	"1 Sell. & L. 1"
#UNRESOLVED	259	"St. It."	"01 St. It. 104"
#UNRESOLVED	259	"Stat. Law"	"1 Stat. Law, 012"
#UNRESOLVED	259	"W. J."	"007 W. J. 3"
#UNRESOLVED	259	"et se."	"014 et se., 1032"
#UNRESOLVED	259	"lost."	"02 lost. 7"
#UNRESOLVED	258	". L. T."	"069 .\n\t\t\tL. T. 504"
#UNRESOLVED	258	"Alpine"	"197 Alpine 246"
#UNRESOLVED	258	"B, & C."	"0 B, & C. 254"
#UNRESOLVED	258	"Bailey Ch."	"1 Bailey Ch.\n\t\t\t118"
#UNRESOLVED	258	"D. P."	"0 D. P. 0"
#UNRESOLVED	258	"Estate"	"035\n\t\t\tEstate 1211"
#UNRESOLVED	258	"Indi."	"07 Indi. 25"
#UNRESOLVED	258	"L J., Ex."	"0 L J., Ex. 46"
#UNRESOLVED	258	"L.J. K. B."	"1 L.J. K. B. 14"
#UNRESOLVED	258	"Moorehead"	"Moorehead, 1"
#UNRESOLVED	258	"New. R."	"1 New. R. 09"
#UNRESOLVED	258	"Price R."	"10 Price R. 152"
#UNRESOLVED	258	"Smithl."	"11 Smithl. 4"
#UNRESOLVED	258	"Went. PI."	"0 Went. PI. 372"
#UNRESOLVED	258	"illustrations"	"004 illustrations, 1004"
#UNRESOLVED	257	"(. & P."	"0 (. & P. 777"
#UNRESOLVED	257	"CGeo."	"0 CGeo. 3"
#UNRESOLVED	257	"CGo."	"0 CGo. 1"
#UNRESOLVED	257	"Cl. and Fin."	"0 Cl. and Fin. 891"
#UNRESOLVED	257	"Col. L. Rev."	"0 Col. L. Rev. 09"
#UNRESOLVED	257	"H. & ."	"0 H. & . 454"
#UNRESOLVED	257	"Hardy."	"Hardy. 0"
#UNRESOLVED	257	"IEq."	"0 IEq. 141"
#UNRESOLVED	257	"Ib. p."	"0 Ib. p. 464"
#UNRESOLVED	257	"L. B. A. (N."	"10 L. B. A. (N. 41"
#UNRESOLVED	257	"L. J. (N."	"0 L. J. (N. 8"
#UNRESOLVED	257	"N. W. St."	"00 N. W. St. 1"
#UNRESOLVED	257	"R. H.L."	"10 R. H.L. 45"
#UNRESOLVED	257	"Savil"	"03 Savil, 74"
#UNRESOLVED	257	"Talunt."	"0 Talunt. 30"
#UNRESOLVED	257	"Wnsh."	"04 Wnsh. 589"
#UNRESOLVED	257	"trustee"	"021 trustee, 880"
#UNRESOLVED	256	")enio"	"1 )enio, 108"
#UNRESOLVED	256	"Burtenshaw"	"Burtenshaw,\n\t\t\t0"
#UNRESOLVED	256	"Cons."	"000 Cons. 1"
#UNRESOLVED	256	"Davall"	"1 Davall 1"
#UNRESOLVED	256	"Dig. lib."	"0 Dig. lib. 14"
#UNRESOLVED	256	"Hen. VIll., ch."	"127 Hen. VIll., ch. 10"
#UNRESOLVED	256	"I. Ch. R."	"10 I. Ch. R. 1"
#UNRESOLVED	256	"I. J."	"07 I. J.\n\t\t\t4"
#UNRESOLVED	256	"Mlarch"	"000 Mlarch 21"
#UNRESOLVED	256	"R. P. ."	"10 R. P. . 105"
#UNRESOLVED	255	"Alb. L J."	"10 Alb. L J. 110"
#UNRESOLVED	255	"Ball"	"00 Ball, 8"
#UNRESOLVED	255	"Blk. Corn."	"114 Blk. Corn., 219"
#UNRESOLVED	255	"Brown Adm."	"1 Brown Adm. 0"
#UNRESOLVED	255	"Burlinson"	"Burlinson, 109"
#UNRESOLVED	255	"Burn J."	"1 Burn J. 1"
#UNRESOLVED	255	"Colin."	"01 Colin. 3"
#UNRESOLVED	255	"Cress."	"0 Cress., 708"
#UNRESOLVED	255	"Edward VI. c."	"0 Edward VI. c. 11"
#UNRESOLVED	255	"Eiiz. c."	"11 Eiiz. c. 8"
#UNRESOLVED	255	"F. N. B."	"0 F. N. B. 11"
#UNRESOLVED	255	"Hawk. P.C."	"11 Hawk. P.C. 110"
#UNRESOLVED	255	"I t"	"00 I t 0"
#UNRESOLVED	255	"Ilep."	"0 Ilep. 113"
#UNRESOLVED	255	"L. r."	"01 L.\n\t\t\tr. 38"
#UNRESOLVED	255	"L.T. N. S."	"0 L.T. N. S. 300"
#UNRESOLVED	255	"M. & SeL"	"1 M. & SeL 103"
#UNRESOLVED	255	"Macpl."	"0 Macpl. 201"
#UNRESOLVED	255	"Moo. & B."	"12 Moo. & B. 190"
#UNRESOLVED	255	"Silk."	"10 Silk. 112"
#UNRESOLVED	255	"Since"	"000 Since 1893"
#UNRESOLVED	255	"Th. & C."	"1 Th. & C. 1"
#UNRESOLVED	255	"W. III, c."	"10 W. III, c. 1"
#UNRESOLVED	255	"sess."	"099 sess. 2"
#UNRESOLVED	254	". & K."	"01 . & K. 150"
#UNRESOLVED	254	". No."	"01 . No. 477"
#UNRESOLVED	254	"Alaska."	"1 Alaska. 1"
#UNRESOLVED	254	"Asp. MI. C."	"0 Asp. MI. C. 199"
#UNRESOLVED	254	"BL Com."	"133 BL Com. 299"
#UNRESOLVED	254	"Ball and Beatty"	"10 Ball and Beatty, 304"
#UNRESOLVED	254	"C, & P."	"0 C, & P. 147"
#UNRESOLVED	254	"C. It."	"0 C. It. 592"
#UNRESOLVED	254	"C. MI. & R."	"1 C. MI. & R. 01"
#UNRESOLVED	254	"Calnes"	"1 Calnes, 1"
#UNRESOLVED	254	"Campb. N. P."	"1 Campb. N. P. 0"
#UNRESOLVED	254	"E. I). Smith"	"1 E. I). Smith,\n\t\t\t025"
#UNRESOLVED	254	"N. N."	"03 N. N. 104"
#UNRESOLVED	254	"Peck (Tenn.)"	"1 Peck (Tenn.), 1"
#UNRESOLVED	254	"Washb. R. P."	"1 Washb. R. P. 101"
#UNRESOLVED	254	"ly."	"07 ly. 298"
#UNRESOLVED	254	"ozs."	"0 ozs. 8"
#UNRESOLVED	253	")all."	"11 )all. 137"
#UNRESOLVED	253	".s."	"053 .s. 9"
#UNRESOLVED	253	"Aim. Dec."	"08 Aim. Dec. 190"
#UNRESOLVED	253	"Allatt"	"Allatt, 1"
#UNRESOLVED	253	"B. &. P."	"1 B. &. P. 051"
#UNRESOLVED	253	"Bartlett"	"010 Bartlett, 4"
#UNRESOLVED	253	"Chit. Pi."	"191 Chit. Pi. 86"
#UNRESOLVED	253	"Cro Car."	"1 Cro Car. 3"
#UNRESOLVED	253	"E.& Y."	"161 E.& Y. 96"
#UNRESOLVED	253	"Form of"	"022 Form of, 621"
#UNRESOLVED	253	"IVils."	"1 IVils. 1"
#UNRESOLVED	253	"Irish Law Rep."	"0 Irish Law Rep., 307"
#UNRESOLVED	253	"L. J Ch."	"10 L. J Ch. 284"
#UNRESOLVED	253	"Law J. Ex."	"0 Law J. Ex. 2"
#UNRESOLVED	253	"Leycester"	"208 Leycester 1847"
#UNRESOLVED	253	"Lv."	"13 Lv. 4"
#UNRESOLVED	253	"Mih."	"00 Mih. 161"
#UNRESOLVED	253	"N. Y. Wkly. Dig."	"0 N. Y. Wkly. Dig. 21"
#UNRESOLVED	253	"Paigo (N. Y.)"	"0 Paigo (N. Y.), 254"
#UNRESOLVED	253	"Sch. & Let."	"1 Sch. & Let. 1"
#UNRESOLVED	253	"T. L"	"0 T. L 1"
#UNRESOLVED	253	"Westerman"	"Westerman, 02"
#UNRESOLVED	253	"contents of"	"045 contents of, 1046"
#UNRESOLVED	252	"Ani. St. Rep."	"00 Ani. St. Rep. 408"
#UNRESOLVED	252	"Cary."	"16 Cary. 26"
#UNRESOLVED	252	"IT. ."	"02 IT. . 300"
#UNRESOLVED	252	"J. Oh. R."	"1 J. Oh. R. 1"
#UNRESOLVED	252	"L.J.Q. B."	"07 L.J.Q. B. 895"
#UNRESOLVED	252	"M. & MI."	"1 M. & MI. 00"
#UNRESOLVED	252	"N. Y.. Law"	"00 N. Y.. Law, 197"
#UNRESOLVED	252	"Ont. App. Rep."	"10 Ont. App. Rep. 498"
#UNRESOLVED	252	"T. L. II."	"10 T. L. II. 11"
#UNRESOLVED	252	"Tal."	"113 Tal. 1"
#UNRESOLVED	252	"Ves. son."	"16 Ves. son. 327"
#UNRESOLVED	252	"in debt"	"070 in debt, 1093"
#UNRESOLVED	251	". I ."	"00 . I . 7"
#UNRESOLVED	251	"Albree"	"192\n\t\t\tAlbree, 12"
#UNRESOLVED	251	"Although"	"1 Although 1"
#UNRESOLVED	251	"Bellringer"	"108 Bellringer 1"
#UNRESOLVED	251	"C. B. (x. s.)"	"10 C. B. (x. s.) 154"
#UNRESOLVED	251	"C. B. (x.s.)"	"10 C. B. (x.s.) 128"
#UNRESOLVED	251	"Car. & MI."	"1 Car. & MI. 01"
#UNRESOLVED	251	"Con. B."	"088 Con. B. 220"
#UNRESOLVED	251	"Edw. IV"	"10 Edw. IV, 14"
#UNRESOLVED	251	"Fortuna"	"125 Fortuna, 1803"
#UNRESOLVED	251	"Mees. &"	"0 Mees. & 1"
#UNRESOLVED	251	"Q. B.."	"10 Q. B.. 1"
#UNRESOLVED	251	"Roe"	"004\n\t\t\tRoe, 1001"
#UNRESOLVED	251	"Savetier"	"Savetier,\n\t\t\t1"
#UNRESOLVED	251	"Savigny"	"046 Savigny, 303"
#UNRESOLVED	251	"Veri."	"11 Veri. 166"
#UNRESOLVED	251	"Wm. Saund."	"1 Wm. Saund. 00"
#UNRESOLVED	251	"hill"	"01 hill,, 1"
#UNRESOLVED	251	"lose"	"001 lose 801"
#UNRESOLVED	251	"red."	"01\n\t\t\tred. 537"
#UNRESOLVED	250	"Bottomry"	"001 Bottomry, 00"
#UNRESOLVED	250	"Coll. on P. B."	"1 Coll. on P. B. 1"
#UNRESOLVED	250	"Daniels."	"521 Daniels. 70"
#UNRESOLVED	250	"Durnf."	"1 Durnf. 1"
#UNRESOLVED	250	"Il"	"0 Il, 0"
#UNRESOLVED	250	"Kob."	"0 Kob. 5"
#UNRESOLVED	250	"Law Journ."	"0 Law Journ. 87"
#UNRESOLVED	250	"Milc."	"011 Milc. 2"
#UNRESOLVED	250	"W. & T."	"1 W. & T. 10"
#UNRESOLVED	250	"Win. IV, c."	"0 Win. IV, c. 29"
#UNRESOLVED	250	"Year Book"	"046 Year Book, 81"
#UNRESOLVED	250	"fling."	"0 fling. 419"
#UNRESOLVED	250	"notes to id."	"015\n\t\t\tnotes to id., 1015"
#UNRESOLVED	250	"v. Anderson"	"012\n\t\t\tv. Anderson, 23"
#UNRESOLVED	249	"App.Cas."	"0 App.Cas. 24"
#UNRESOLVED	249	"Brownlow"	"118 Brownlow, 11"
#UNRESOLVED	249	"Ch.D. (C.A.)"	"10 Ch.D. (C.A.) 17"
#UNRESOLVED	249	"How. Pr. (N. S.)"	"1 How. Pr. (N. S.) 1"
#UNRESOLVED	249	"Interest"	"000 Interest, 11"
#UNRESOLVED	249	"MI. & P."	"1 MI. & P. 0"
#UNRESOLVED	249	"Mar. Law Cas."	"107 Mar. Law Cas. 307"
#UNRESOLVED	249	"N. S. R."	"10 N. S. R. 372"
#UNRESOLVED	249	"P.."	"001 P.. 297"
#UNRESOLVED	249	"Peere Williams"	"1 Peere Williams, 1"
#UNRESOLVED	249	"Silm."	"0 Silm. 1"
#UNRESOLVED	249	"Starkie, R."	"1 Starkie, R. 1"
#UNRESOLVED	249	"Sweeny (N. Y.)"	"1 Sweeny (N. Y.) 149"
#UNRESOLVED	249	"V. C."	"0 V. C. 0"
#UNRESOLVED	249	"b, pi."	"104 b, pi. 1"
#UNRESOLVED	249	"hnd."	"100 hnd. 334"
#UNRESOLVED	248	". L"	"06 . L 517"
#UNRESOLVED	248	"Ani. Rep."	"01 Ani. Rep. 476"
#UNRESOLVED	248	"Bo."	"01 Bo. 279"
#UNRESOLVED	248	"Cab. & El."	"1 Cab. & El. 1"
#UNRESOLVED	248	"Esp. N."	"1 Esp. N.\n\t\t\t0"
#UNRESOLVED	248	"Henry VI."	"10 Henry VI., 032"
#UNRESOLVED	248	"Lack."	"17 Lack. 259"
#UNRESOLVED	248	"MIcLean"	"0 MIcLean, 70"
#UNRESOLVED	248	"Ohlo"	"0 Ohlo, 1"
#UNRESOLVED	248	"Ontario"	"0 Ontario 1"
#UNRESOLVED	248	"Platt, Leases"	"122 Platt, Leases, 313"
#UNRESOLVED	248	"Shop."	"0 Shop. 109"
#UNRESOLVED	248	"Taiunt."	"1 Taiunt. 1"
#UNRESOLVED	248	"U. S. Reports"	"01 U. S. Reports, 426"
#UNRESOLVED	248	"nass."	"09 nass. 682"
#UNRESOLVED	248	"sees."	"015 sees. 685"
#UNRESOLVED	247	"AMet."	"0 AMet. 177"
#UNRESOLVED	247	"APPENDIX"	"015\n\t\t\tAPPENDIX 1"
#UNRESOLVED	247	"C. C. Chron."	"14 C. C. Chron. 2"
#UNRESOLVED	247	"C. IB."	"0 C. IB. 85"
#UNRESOLVED	247	"County"	"000 County 1262"
#UNRESOLVED	247	"Dow. & C."	"056 Dow. & C. 155"
#UNRESOLVED	247	"Dowl. O. S."	"1 Dowl. O. S. 1"
#UNRESOLVED	247	"Ed. I. st."	"12 Ed. I. st. 2"
#UNRESOLVED	247	"H. VII."	"0 H. VII. 11"
#UNRESOLVED	247	"Jany."	"0 Jany. 18"
#UNRESOLVED	247	"K. It."	"118 K. It. 618"
#UNRESOLVED	247	"Mfo."	"00 Mfo. 314"
#UNRESOLVED	247	"Mhd."	"03 Mhd. 470"
#UNRESOLVED	247	"N. Y. Leg. Ohs."	"10 N. Y. Leg. Ohs. 1"
#UNRESOLVED	247	"Nat. Corp. Rep."	"10 Nat. Corp. Rep. 1231"
#UNRESOLVED	247	"Pitk. Hist."	"11 Pitk. Hist. 217"
#UNRESOLVED	247	"S.LR."	"10 S.LR. 140"
#UNRESOLVED	247	"TI."	"03 TI. 152"
#UNRESOLVED	247	"Westn."	"10 Westn. 1"
#UNRESOLVED	247	"lls."	"01 lls. 7"
#UNRESOLVED	247	"v State"	"011 v State 707"
#UNRESOLVED	246	".. W."	"014 .. W. 1110"
#UNRESOLVED	246	"Alestree"	"Alestree, 1"
#UNRESOLVED	246	"Alm. Dec."	"01 Alm. Dec. 414"
#UNRESOLVED	246	"Ambs"	"Ambs 076"
#UNRESOLVED	246	"Anl. St. Rep."	"07 Anl. St. Rep. 157"
#UNRESOLVED	246	"Bennett)"	"12 Bennett) 284"
#UNRESOLVED	246	"Bligh, N. s."	"0 Bligh, N. s. 412"
#UNRESOLVED	246	"Cial."	"00 Cial. 296"
#UNRESOLVED	246	"D. & t."	"0 D. & t. 031"
#UNRESOLVED	246	"D. J. S."	"16 D. J. S. 283"
#UNRESOLVED	246	"L. J. (Chanc.)"	"13 L. J. (Chanc.) 151"
#UNRESOLVED	246	"Mlieh."	"00 Mlieh. 277"
#UNRESOLVED	246	"N. R. L."	"1 N. R. L. 113"
#UNRESOLVED	246	"Ry. Co."	"043\n\t\t\tRy. Co., 2"
#UNRESOLVED	246	"Story Eq. Jur."	"10 Story Eq. Jur. 12"
#UNRESOLVED	246	"Tauint."	"0 Tauint. 162"
#UNRESOLVED	246	"Wmn."	"0 Wmn. 4"
#UNRESOLVED	246	"llin"	"00 llin, 125"
#UNRESOLVED	246	"low"	"02 low 42"
#UNRESOLVED	246	"statutory"	"055 statutory, 20"
#UNRESOLVED	246	"un"	"0 un, 0"
#UNRESOLVED	245	"Alarsh."	"1 Alarsh. 117"
#UNRESOLVED	245	"Arts."	"03 Arts. 6"
#UNRESOLVED	245	"C. &K."	"15 C. &K. 681"
#UNRESOLVED	245	"CD."	"0 CD. 92"
#UNRESOLVED	245	"Cited"	"0 Cited, 0"
#UNRESOLVED	245	"Dangberg"	"Dangberg 152"
#UNRESOLVED	245	"East P.C."	"1 East P.C. 1"
#UNRESOLVED	245	"Gwil."	"1 Gwil. 1046"
#UNRESOLVED	245	"IH. L."	"0 IH. L. 189"
#UNRESOLVED	245	"Ini."	"001 Ini. 233"
#UNRESOLVED	245	"Marchi"	"11 Marchi, 1833"
#UNRESOLVED	245	"N. S. C."	"123 N. S. C. 22"
#UNRESOLVED	245	"STAT."	"018 STAT. 3"
#UNRESOLVED	245	"TAXATION"	"018\n\t\t\tTAXATION\n\t\t\t1710"
#UNRESOLVED	245	"Thompson"	"000\n\t\t\tThompson, 148"
#UNRESOLVED	245	"U. H."	"00 U. H. 19"
#UNRESOLVED	245	"Webs. P. R."	"13 Webs. P. R. 76"
#UNRESOLVED	245	"Win. Bl."	"1 Win. Bl. 104"
#UNRESOLVED	244	"Alister"	"Alister, 0"
#UNRESOLVED	244	"Alunf."	"0 Alunf. 308"
#UNRESOLVED	244	"Bouv. Inst."	"11 Bouv. Inst. 9"
#UNRESOLVED	244	"Earls"	"09 Earls, 85"
#UNRESOLVED	244	"Eng. L & Eq."	"0 Eng. L & Eq. 100"
#UNRESOLVED	244	"IX."	"011 IX. 3"
#UNRESOLVED	244	"It. & M."	"18 It. & M. 277"
#UNRESOLVED	244	"Iun."	"01 Iun. 62"
#UNRESOLVED	244	"Jac. & WV."	"1 Jac. & WV. 100"
#UNRESOLVED	244	"Philpotts"	"175 Philpotts, 2"
#UNRESOLVED	244	"Ry. & Moo."	"10 Ry. & Moo. 29"
#UNRESOLVED	244	"Serg. & Rawlo"	"0 Serg. & Rawlo, 135"
#UNRESOLVED	244	"Styring"	"Styring, 030"
#UNRESOLVED	244	"Wil"	"10 Wil 111"
#UNRESOLVED	244	"a to"	"00 a\n\t\t\tto 0"
#UNRESOLVED	244	"mortgage of"	"012 mortgage of, 612"
#UNRESOLVED	244	"ur."	"0 ur. 1"
#UNRESOLVED	243	"& c."	"00 & c. 2"
#UNRESOLVED	243	"Ai."	"0 Ai. 11"
#UNRESOLVED	243	"Allender"	"619 Allender, 117"
#UNRESOLVED	243	"Aller"	"10 Aller, 119"
#UNRESOLVED	243	"Alvanley"	"Alvanley, 0"
#UNRESOLVED	243	"Asp. M . C."	"0 Asp. M . C. 597"
#UNRESOLVED	243	"Belisario"	"Belisario, 1"
#UNRESOLVED	243	"Biing."	"0 Biing. 190"
#UNRESOLVED	243	"Con. Cas."	"0 Con. Cas. 1"
#UNRESOLVED	243	"Cunynghame"	"1 Cunynghame, 17"
#UNRESOLVED	243	"Dowling"	"02 Dowling, 3"
#UNRESOLVED	243	"E. & I."	"15 E. & I.\n\t\t\t19"
#UNRESOLVED	243	"Gils."	"0 Gils. 166"
#UNRESOLVED	243	"Ilawks"	"1 Ilawks, 1"
#UNRESOLVED	243	"John.."	"0 John.. 180"
#UNRESOLVED	243	"July."	"0 July. 5"
#UNRESOLVED	243	"K. & Jo."	"1 K. & Jo. 17"
#UNRESOLVED	243	"N. t."	"05 N. t. 311"
#UNRESOLVED	243	"Per."	"10 Per. 516"
#UNRESOLVED	243	"Powers"	"0 Powers, 1"
#UNRESOLVED	243	"Sm. Lead. Cas."	"11 Sm. Lead. Cas. 7"
#UNRESOLVED	243	"Term Rep"	"127 Term Rep, 652"
#UNRESOLVED	243	"Vernn."	"10 Vernn. 293"
#UNRESOLVED	243	"Wilsonl"	"2 Wilsonl, 13"
#UNRESOLVED	243	"llill (N. Y.)"	"0 llill (N. Y.), 344"
#UNRESOLVED	243	"ol."	"00 ol. 5"
#UNRESOLVED	242	"App. Ca. p."	"10 App. Ca. p. 219"
#UNRESOLVED	242	"Asp. M. L."	"0 Asp. M. L. 0"
#UNRESOLVED	242	"B. Com."	"111 B. Com. 477"
#UNRESOLVED	242	"Bar. & Ad."	"1 Bar. & Ad. 072"
#UNRESOLVED	242	"Barn. & Ores."	"0 Barn. & Ores. 501"
#UNRESOLVED	242	"Bellman"	"129 Bellman, 44"
#UNRESOLVED	242	"C. L. It."	"10 C. L. It. 72"
#UNRESOLVED	242	"CoL"	"073\n\t\t\tCoL 11"
#UNRESOLVED	242	"Court"	"01 Court 52"
#UNRESOLVED	242	"Dav. Conv."	"1 Dav. Conv. 104"
#UNRESOLVED	242	"Dru. & Wal."	"1 Dru. & Wal. 088"
#UNRESOLVED	242	"Ed. II."	"10 Ed. II., 20"
#UNRESOLVED	242	"Greenl. Ev. sec."	"132 Greenl. Ev. sec. 142"
#UNRESOLVED	242	"IEx."	"0 IEx. 25"
#UNRESOLVED	242	"Ina."	"02 Ina. 135"
#UNRESOLVED	242	"Ple."	"018\n\t\t\tPle. 21"
#UNRESOLVED	242	"R.v."	"011 R.v., 8"
#UNRESOLVED	242	"Taulnt."	"0 Taulnt. 118"
#UNRESOLVED	242	"Tennessee"	"000 Tennessee 50"
#UNRESOLVED	242	"Tithe"	"00\n\t\t\tTithe 0"
#UNRESOLVED	242	"Watson"	"000 Watson, 2"
#UNRESOLVED	242	"ale."	"00 ale. 18"
#UNRESOLVED	242	"feet long by"	"000 feet long by 1"
#UNRESOLVED	242	"juillet"	"10 juillet 1832"
#UNRESOLVED	242	"lEast"	"0 lEast, 17"
#UNRESOLVED	242	"lEq."	"0 lEq. 307"
#UNRESOLVED	242	"revocation of"	"00\n\t\t\trevocation of, 66"
#UNRESOLVED	242	"rex."	"01 rex. 155"
#UNRESOLVED	242	"s.."	"002 s.. 52"
#UNRESOLVED	241	"(C. C. A.)"	"002 (C. C. A.) 1"
#UNRESOLVED	241	"Bar. & Ald."	"10 Bar. & Ald. 201"
#UNRESOLVED	241	"Howell, St. Tr."	"0 Howell, St. Tr. 1110"
#UNRESOLVED	241	"I R."	"011 I R. 417"
#UNRESOLVED	241	"Ird."	"00 Ird. 185"
#UNRESOLVED	241	"Jackon"	"269 Jackon, 01"
#UNRESOLVED	241	"Kyd."	"1 Kyd. 1"
#UNRESOLVED	241	"L. . C. P."	"03 L. . C. P. 220"
#UNRESOLVED	241	"L. J. Ch. D."	"03 L. J. Ch. D. 929"
#UNRESOLVED	241	"Mad"	"0 Mad, 300"
#UNRESOLVED	241	"P. )."	"0 P. ). 1"
#UNRESOLVED	241	"Q. B. (Eng.)"	"10 Q. B. (Eng.) 111"
#UNRESOLVED	241	"Rob. Ad."	"0 Rob. Ad. 278"
#UNRESOLVED	241	"Rose)"	"1 Rose) 0"
#UNRESOLVED	241	"Scott (N. R.)"	"0 Scott (N. R.) 199"
#UNRESOLVED	241	"St. Trials"	"0 St. Trials, 1013"
#UNRESOLVED	241	"ilb."	"0 ilb. 101"
#UNRESOLVED	241	"unb"	"000 unb 1"
#UNRESOLVED	240	"(la."	"00 (la. 1"
#UNRESOLVED	240	"AV. R."	"10 AV. R. 38"
#UNRESOLVED	240	"B. . Ad."	"0 B.\n\t\t\t. Ad. 154"
#UNRESOLVED	240	"Burron"	"Burron, 1"
#UNRESOLVED	240	"Comstock."	"1 Comstock. 214"
#UNRESOLVED	240	"If"	"00\n\t\t\tIf 02"
#UNRESOLVED	240	"Jenkyns"	"171 Jenkyns, 213"
#UNRESOLVED	240	"N. Y. p."	"02 N. Y. p. 662"
#UNRESOLVED	240	"Ol."	"01 Ol. 41"
#UNRESOLVED	240	"Pt."	"02 Pt. 753"
#UNRESOLVED	240	"Stark. Ni. Pri."	"1 Stark. Ni. Pri. 0"
#UNRESOLVED	240	"Term I."	"0 Term I. 57"
#UNRESOLVED	240	"Wi.."	"011 Wi.. 425"
#UNRESOLVED	240	"after"	"000 after 15"
#UNRESOLVED	240	"fol."	"002 fol. 66"
#UNRESOLVED	240	"i. R."	"0 i. R. 337"
#UNRESOLVED	240	"iM. & W."	"10 iM. & W. 1"
#UNRESOLVED	240	"or s."	"101 or s. 185"
#UNRESOLVED	239	"Aline"	"004 Aline 86"
#UNRESOLVED	239	"Amer. Jurist"	"0 Amer. Jurist, 1"
#UNRESOLVED	239	"B. D."	"052\n\t\t\tB. D. 104"
#UNRESOLVED	239	"C. K."	"0 C. K. 556"
#UNRESOLVED	239	"Cir.)"	"101 Cir.), 100"
#UNRESOLVED	239	"Danes"	"136 Danes, 2522"
#UNRESOLVED	239	"Ib., p."	"0 Ib., p. 240"
#UNRESOLVED	239	"L. J. (cll.)"	"01\n\t\t\tL. J. (cll.) 337"
#UNRESOLVED	239	"Lusher"	"Lusher, 09"
#UNRESOLVED	239	"M. and G."	"1 M. and G. 1"
#UNRESOLVED	239	"N. B. Rep."	"05 N. B. Rep. 289"
#UNRESOLVED	239	"N. C. at p."	"04 N. C. at p. 158"
#UNRESOLVED	239	"lBurr."	"12 lBurr. 882"
#UNRESOLVED	238	"Albr."	"1 Albr. 9"
#UNRESOLVED	238	"Alsbury"	"382 Alsbury, 7"
#UNRESOLVED	238	"Ami. St."	"00 Ami. St. 253"
#UNRESOLVED	238	"Bro. R."	"1 Bro. R. 1"
#UNRESOLVED	238	"Burchett"	"1 Burchett, 2"
#UNRESOLVED	238	"Ch., p."	"10 Ch., p. 20"
#UNRESOLVED	238	"Enst."	"0 Enst. 80"
#UNRESOLVED	238	"Hume, i."	"197 Hume, i. 15"
